Formulation,RemovedM,dGtotal,dG1,Z,Hybrid,OS,BV_vac,Charge_vac,Mag_vac,Mag_env,Mag_inst,BV_Oxygen,Total_d_electrons,d_up_tot,d_down_tot,d_diff,t2g,eg,band_center_diff,instabilityindex,Ionicradius
VMnAl,V(4),-3.32444385,5.811192287,23,1.228197147,2.9,3.013406059,8.8715,1.2646,1.6137,0.3491,2.19127187,3.4078,2.6217,0.786,1.8357,1.8651,1.5428,4.042698117,0.411966295,64
VMnAl,V(5),-3.35550042,5.780135717,23,1.328240747,2.9,3.020242947,8.2992,0.0594,2.5839,2.5245,2.183382626,3.5711,1.8346,1.7366,0.098,1.8386,1.7326,4.512583008,0.411966295,64
VMnAl,V(6),-3.904300742,5.231335395,23,1.328240747,2.9,3.020242947,8.2992,0.0594,2.5839,2.5245,2.258228122,3.5711,1.8346,1.7366,0.098,1.8386,1.7326,4.512583008,0.411966295,64
VMnAl,V(7),-2.95824982,6.177386317,23,1.330873998,2.9,2.981443818,8.1616,0.3206,2.4244,2.1038,2.183382626,3.5823,2.0823,1.4999,0.5824,1.8568,1.7255,4.562559483,0.411966295,64
VMnAl,V(8),-3.406322737,5.7293134,23,1.330873998,2.9,2.981443818,8.1616,0.3206,2.4244,2.1038,2.19127187,3.5823,2.0823,1.4999,0.5824,1.8568,1.7255,4.562559483,0.411966295,64
VMnAl,V(9),-2.899057686,6.236578451,23,1.510944635,3.2,3.183126145,8.3816,0.9055,0.8768,-0.0287,2.258228122,3.3887,2.3831,1.0056,1.3775,1.9915,1.3973,3.625108652,0.411966295,64
MnAlV,Al(1),-0.871091651,6.734184408,13,1.046759223,3,2.951839572,0.4084,-0.0022,-7.1023,-7.1001,2.342932292,0,0,0,0,0,0,2.711434851,0.428396061,64
MnAlV,V(2),-2.831660024,6.303976113,23,1.528526311,3.3,3.070317097,8.7421,1.0226,-7.5627,-8.5853,2.375273673,3.419,2.3993,1.0196,1.3797,2.0766,1.3423,4.13239889,0.428396061,64
MnAlV,Mn(3),-2.093978971,2.847297088,25,0.951376443,2.7,3.390670539,11.4713,-1.3689,-4.2776,-2.9087,2.472459116,5.3794,1.7799,3.5995,1.8196,2.9281,2.4514,5.829532788,0.428396061,58
MnAlV,Mn(4),-1.364132252,3.577143808,25,0.951376443,2.7,3.390670539,11.4713,-1.3689,-4.2776,-2.9087,2.375273673,5.3794,1.7799,3.5995,1.8196,2.9281,2.4514,5.829532788,0.428396061,58
MnAlV,Mn(5),-1.207821012,3.733455047,25,0.958699449,2.6,3.434575759,11.4396,-1.6511,-6.045,-4.3939,2.472459116,5.4239,1.7652,3.6587,1.8935,2.9665,2.4574,5.425080683,0.428396061,58
MnAlV,Mn(6),-1.090732824,3.850543235,25,0.958699449,2.6,3.434575759,11.4396,-1.6511,-6.045,-4.3939,2.342932292,5.4239,1.7652,3.6587,1.8935,2.9665,2.4574,5.425080683,0.428396061,58
MnAlV,Mn(7),-1.194072795,3.747203265,25,0.868839402,2.5,3.365832086,11.57,-1.5069,-5.0196,-3.5127,2.472459116,5.4877,1.8605,3.6272,1.7667,2.9582,2.5295,5.254154184,0.428396061,58
MnAlV,Mn(8),-0.998349318,3.942926742,25,0.868839402,2.5,3.365832086,11.57,-1.5069,-5.0196,-3.5127,2.375273673,5.4877,1.8605,3.6272,1.7667,2.9582,2.5295,5.254154184,0.428396061,58
MnAlV,Mn(9),-0.817964292,4.123311767,25,1.135788266,2.9,3.450197566,11.2967,-1.6579,-0.9792,0.6787,2.342932292,5.3744,1.6969,3.6775,1.9806,2.9992,2.3751,5.445333473,0.428396061,58
AlVMn,V(1),-1.305630711,7.830005426,23,1.339201204,3.1,3.024679849,8.8233,1.2104,-1.5636,-2.774,2.225723331,3.4309,2.5363,0.8946,1.6417,1.9745,1.4564,4.091408295,0.406115918,64
AlVMn,Mn(2),0.309598275,5.250874334,25,1.125564461,2.8,3.439728659,11.4494,-1.5694,1.207,2.7764,2.200181202,5.451,1.8035,3.6476,1.8441,3.099,2.3521,5.72949033,0.406115918,58
AlVMn,Al(3),0.529934495,8.135210554,13,1.146325665,3,2.936378952,0.3822,-0.0021,-3.1353,-3.1332,2.11740888,0,0,0,0,0,0,0.816771438,0.406115918,53.5
AlVMn,Al(4),0.302050753,7.907326812,13,1.146325665,3,2.936378952,0.3822,-0.0021,-3.1353,-3.1332,2.200181202,0,0,0,0,0,0,0.816771438,0.406115918,53.5
AlVMn,Al(5),-0.077429173,7.527846886,13,1.177446166,3,2.916851025,0.3829,0.0025,2.4197,2.4172,2.11740888,0,0,0,0,0,0,1.30636258,0.406115918,53.5
AlVMn,Al(6),-0.084349031,7.520927028,13,1.177446166,3,2.916851025,0.3829,0.0025,2.4197,2.4172,2.225723331,0,0,0,0,0,0,1.30636258,0.406115918,53.5
AlVMn,Al(7),0.197755322,7.803031381,13,1.187806653,3,2.918729939,0.3778,0.0004,-0.3582,-0.3586,2.11740888,0,0,0,0,0,0,1.431975663,0.406115918,53.5
AlVMn,Al(8),-0.513092197,7.092183862,13,1.187806653,3,2.918729939,0.3778,0.0004,-0.3582,-0.3586,2.200181202,0,0,0,0,0,0,1.431975663,0.406115918,53.5
AlVMn,Al(9),0.382256479,7.987532538,13,1.138368503,3,2.980581978,0.4019,0.0002,-0.7176,-0.7178,2.225723331,0,0,0,0,0,0,0.753466281,0.406115918,53.5
VTiAl,Al(2),-0.621822473,6.983453586,13,1.147513531,3,2.956338504,0.4323,0.0072,7.4126,7.4054,2.220160617,0,0,0,0,0,0,0.631351507,0.414911497,53.5
VTiAl,V(5),-4.121141215,5.014494922,23,1.132524053,2.7,2.918957408,9.6348,1.4938,6.3664,4.8726,2.177929985,3.5221,2.7915,0.7306,2.0609,2.0553,1.4666,4.668229414,0.414911497,64
VTiAl,V(6),-4.120636919,5.014999218,23,1.132524053,2.7,2.918957408,9.6348,1.4938,6.3664,4.8726,2.161911492,3.5221,2.7915,0.7306,2.0609,2.0553,1.4666,4.668229414,0.414911497,64
VTiAl,V(7),-3.587455667,5.54818047,23,1.124038964,2.7,2.879375328,9.616,1.4873,6.1385,4.6512,2.177929985,3.4983,2.7745,0.7237,2.0508,2.0389,1.4593,4.691663228,0.414911497,64
VTiAl,V(8),-3.857552788,5.278083349,23,1.124038964,2.7,2.879375328,9.616,1.4873,6.1385,4.6512,2.220160617,3.4983,2.7745,0.7237,2.0508,2.0389,1.4593,4.691663228,0.414911497,64
VTiAl,V(9),-3.343192978,5.792443159,23,1.268744801,2.9,3.010645839,9.584,1.3908,3.5092,2.1184,2.161911492,3.4872,2.6965,0.7907,1.9058,2.0047,1.4825,3.931780264,0.414911497,64
